id,category_id,category,city,country,timeslot,popular
498,4,Shoes,Bursa,Faroe Islands,Afternoon,4
499,1,Food,Petropavlovsk-Kamchatsky,Niue,RedEyes,2
500,5,Education,Malmö,Gibraltar,Evening,3
501,5,Education,Casablanca,Iceland,Evening,1
502,4,Shoes,Cork (city),Angola,Afternoon,1
503,3,Clothes,Kinshasa,Reunion,Evening,3
504,2,Drink,Lucknow,Hong Kong,Afternoon,2
505,2,Drink,Tagbilaran,Bosnia and Herzegovina,Morning,4
506,2,Drink,Shenyang,New Zealand,Afternoon,4
507,1,Food,Boston,Seychelles,Evening,1
508,5,Education,Busan,Ethiopia,Evening,2
509,1,Food,Aberdeen,Timor-Leste,RedEyes,3
510,5,Education,Hiroshima,Madagascar,Evening,3
511,5,Education,Santiago,Bahrain,Morning,3
512,5,Education,Cartagena,Norway,Afternoon,4
513,3,Clothes,Punta Arenas,Eritrea,RedEyes,1
514,4,Shoes,Abidjan,French Polynesia,Morning,2
515,1,Food,Padang,Macao,RedEyes,1
516,4,Shoes,Cockburn Town,Tonga,Morning,2
517,3,Clothes,San Diego,Martinique,Morning,2
518,5,Education,Arequipa,Liechtenstein,Afternoon,3
519,2,Drink,Amritsar,Puerto Rico,RedEyes,2
520,5,Education,Singapore,Bulgaria,Morning,1
521,1,Food,Riverside,Netherlands,Morning,2
522,4,Shoes,Buffalo,Suriname,Morning,4
523,1,Food,Jersey City,Central African Republic,Afternoon,2
524,3,Clothes,Palikir,Thailand,Afternoon,3
525,3,Clothes,Nakhon Ratchasima,Turkmenistan,Evening,2
526,4,Shoes,Rabi Island,Israel,Morning,4
527,2,Drink,Jaipur,Haiti,Evening,2
528,3,Clothes,Rawalpindi,Western Sahara,Afternoon,3
529,2,Drink,Calgary,Maldives,Morning,3
530,2,Drink,Porto Velho,French Polynesia,Morning,4
531,2,Drink,Bulawayo,Denmark,Morning,1
532,3,Clothes,Blantyre,New Caledonia,Morning,1
533,3,Clothes,Pattaya,Lebanon,Morning,3
534,2,Drink,Townsville,Kenya,Evening,1
535,5,Education,Samara,Finland,Morning,2
536,5,Education,Namangan,Tajikistan,Afternoon,1
537,2,Drink,Francistown,Chile,Morning,1
538,1,Food,Strasbourg,Albania,Evening,1
539,2,Drink,Kraków,Kiribati,Morning,1
540,5,Education,Davao City,Niger,RedEyes,1
541,3,Clothes,Bursa,Ukraine,Afternoon,2
542,1,Food,Shanghai,Anguilla,Evening,3
543,2,Drink,Rabi Island,Czech Republic,Evening,3
544,5,Education,Harare,Congo,RedEyes,1
545,2,Drink,Abidjan,Cayman Islands,Morning,2
546,2,Drink,Rosario,Pitcairn,Afternoon,2
547,5,Education,Tallinn,Christmas Island,Evening,2
548,1,Food,Cuiabá,South Georgia and the South Sandwich Islands,Evening,2
549,5,Education,San Juan,Nigeria,Afternoon,1
550,1,Food,New Orleans,Canada,Evening,2
551,4,Shoes,Milan,American Samoa,Evening,3
552,2,Drink,Córdoba,Niue,RedEyes,1
553,1,Food,Lahore,American Samoa,RedEyes,1
554,1,Food,Douala,"Tanzania, United Republic of",Afternoon,2
555,1,Food,Rome,Seychelles,Evening,3
556,4,Shoes,Maracaibo,Barbados,Evening,1
557,4,Shoes,Ilhéus,United Arab Emirates,Morning,2
558,5,Education,Johannesburg,Tunisia,Morning,3
559,4,Shoes,Pittsburgh,"Lao People""S Democratic Republic",RedEyes,1
560,1,Food,Dili,Italy,RedEyes,1
561,3,Clothes,Tehran,Bulgaria,Afternoon,3
562,5,Education,Cincinnati,Costa Rica,Evening,3
563,5,Education,Kingstown,Tajikistan,Afternoon,3
564,5,Education,Lusaka,Lesotho,RedEyes,3
565,1,Food,Sacramento,Indonesia,Evening,2
566,1,Food,Gdańsk,Niger,RedEyes,4
567,5,Education,Juneau,Thailand,RedEyes,2
568,5,Education,Chaguanas,Viet Nam,Afternoon,2
569,3,Clothes,Andorra la Vella,French Polynesia,Morning,2
570,4,Shoes,Asunción,Qatar,Evening,2
571,3,Clothes,Iqaluit,Saint Kitts and Nevis,Morning,2
572,4,Shoes,Tehran,Russian Federation,Evening,2
573,3,Clothes,Salt Lake City,Kenya,Afternoon,4
574,2,Drink,Yaoundé,Bouvet Island,RedEyes,4
575,4,Shoes,Skopje,Oman,Evening,2
576,2,Drink,Vancouver,"Micronesia, Federated States of",Morning,1
577,4,Shoes,Johor Bahru,French Guiana,Morning,3
578,3,Clothes,Odessa,Kyrgyzstan,Afternoon,1
579,4,Shoes,Gaziantep,Cape Verde,Evening,3
580,1,Food,Johor Bahru,Zimbabwe,Evening,2
581,2,Drink,Hobart,United States,RedEyes,3
582,2,Drink,Adamstown,Singapore,RedEyes,2
583,1,Food,Pago Pago,Tuvalu,RedEyes,4
584,3,Clothes,Quito,Netherlands,Evening,4
585,1,Food,New Orleans,Sao Tome and Principe,RedEyes,4
586,5,Education,Geelong,Kenya,Evening,1
587,3,Clothes,Cape Town,Guernsey,Evening,1
588,5,Education,The Hague,Croatia,Afternoon,2
589,4,Shoes,Enugu,French Polynesia,Evening,1
590,2,Drink,Rosario,Faroe Islands,Evening,1
591,3,Clothes,Dublin,Burkina Faso,Evening,4
592,3,Clothes,Kolkata,Tunisia,Morning,2
593,1,Food,Okinawa,Northern Mariana Islands,Afternoon,2
594,2,Drink,Lucknow,Malaysia,Afternoon,1
595,5,Education,Monrovia,Singapore,Afternoon,4
596,3,Clothes,Luxor,Nauru,Evening,1
597,4,Shoes,Shigatse,Papua New Guinea,RedEyes,1
598,1,Food,Nice,Cocos (Keeling) Islands,RedEyes,4
599,3,Clothes,Osaka,Hong Kong,RedEyes,3
600,1,Food,Tianjin,Aruba,Afternoon,2
601,1,Food,Port Blair,"Moldova, Republic of",Morning,2
602,3,Clothes,Louisville,Jordan,Afternoon,3
603,5,Education,N'Djamena,Mozambique,Evening,4
604,3,Clothes,Minsk,Qatar,Morning,1
605,4,Shoes,Salt Lake City,Qatar,Morning,2
606,5,Education,Bandung,Cambodia,Afternoon,2
607,4,Shoes,Yangon,Sao Tome and Principe,Morning,4
608,1,Food,Caracas,Namibia,Afternoon,2
609,5,Education,Geneva,Oman,RedEyes,4
610,3,Clothes,Birkirkara,South Africa,RedEyes,4
611,4,Shoes,Medina,India,Morning,4
612,2,Drink,Hamilton,Burundi,Afternoon,1
613,2,Drink,Guadalajara,Saint Pierre and Miquelon,Afternoon,3
614,2,Drink,Adak,Yemen,Afternoon,2
615,4,Shoes,Nakhon Ratchasima,China,Morning,1
616,1,Food,Tripoli,"Korea, Democratic People""S Republic of",Morning,2
617,2,Drink,Abidjan,Equatorial Guinea,Afternoon,2
618,3,Clothes,Athens,Yemen,Afternoon,1
619,5,Education,Austin,Peru,RedEyes,4
620,4,Shoes,Hai Phong,Mexico,Morning,4
621,4,Shoes,São Tomé,Timor-Leste,Afternoon,2
622,3,Clothes,Basse-Terre,Comoros,RedEyes,2
623,4,Shoes,Okinawa,Czech Republic,Morning,2
624,2,Drink,Ibiza,Denmark,Evening,2
625,5,Education,Charlotte Amalie,Trinidad and Tobago,Evening,2
626,3,Clothes,Karachi,Costa Rica,Morning,1
627,1,Food,Riyadh,Suriname,Afternoon,1
628,1,Food,Douglas,South Africa,Morning,1
629,1,Food,Bratislava,Philippines,RedEyes,1
630,5,Education,Belém,"Iran, Islamic Republic Of",Afternoon,4
631,4,Shoes,Ilhéus,Wallis and Futuna,Afternoon,4
632,1,Food,Arbil,Spain,RedEyes,4
633,4,Shoes,Douala,"Micronesia, Federated States of",RedEyes,1
634,1,Food,Lusaka,"Taiwan, Province of China",Evening,3
635,5,Education,Agartala,Austria,Afternoon,1
636,3,Clothes,Linz,Uzbekistan,Evening,4
637,4,Shoes,Chuí,Panama,Evening,3
638,4,Shoes,Okinawa,Malawi,Morning,4
639,2,Drink,Dushanbe,Azerbaijan,RedEyes,4
640,1,Food,Palembang,"Virgin Islands, British",Evening,1
641,4,Shoes,Pyongyang,Bosnia and Herzegovina,Morning,2
642,3,Clothes,Juneau,Nigeria,RedEyes,4
643,2,Drink,Innsbruck,Pitcairn,Evening,2
644,4,Shoes,Valparaíso,Israel,Evening,3
645,2,Drink,Vilnius,Malaysia,Afternoon,2
646,5,Education,Hargeisa,France,Afternoon,4
647,5,Education,Kota Bharu,Finland,Afternoon,4
648,4,Shoes,Andorra la Vella,Samoa,Evening,2
649,2,Drink,Moroni,Hungary,Afternoon,2
650,3,Clothes,Taichung,United States Minor Outlying Islands,Afternoon,3
651,3,Clothes,Strasbourg,Gambia,RedEyes,3
652,2,Drink,Apia,Dominican Republic,Afternoon,3
653,3,Clothes,Cusco,Guinea-Bissau,RedEyes,2
654,4,Shoes,San Fernando,Azerbaijan,Evening,3
655,5,Education,Hanoi,"Palestinian Territory, Occupied",RedEyes,4
656,2,Drink,Pretoria,Bangladesh,Evening,1
657,4,Shoes,Lilongwe,Lebanon,Morning,1
658,3,Clothes,Jersey City,Kenya,Evening,1
659,3,Clothes,Lyon,Gambia,Evening,3
660,2,Drink,Singapore,Hong Kong,Afternoon,2
661,4,Shoes,Innsbruck,South Georgia and the South Sandwich Islands,Afternoon,2
662,2,Drink,Batticaloa,"Korea, Democratic People""S Republic of",RedEyes,3
663,2,Drink,Novosibirsk,Armenia,Evening,3
664,2,Drink,Arbil,Kiribati,RedEyes,4
665,4,Shoes,Mamoudzou,Barbados,Evening,3
666,3,Clothes,Ambon,Kiribati,RedEyes,2
667,4,Shoes,Birkirkara,Liberia,Morning,1
668,1,Food,Osaka,Sri Lanka,Morning,2
669,1,Food,Indianapolis,Iraq,Evening,1
670,2,Drink,Istanbul,"Cote D""Ivoire",Afternoon,2
671,3,Clothes,Chengdu,Afghanistan,RedEyes,2
672,2,Drink,Quito,Samoa,Evening,1
673,3,Clothes,Colombo,Uzbekistan,Morning,1
674,4,Shoes,Veracruz,Cocos (Keeling) Islands,Afternoon,2
675,1,Food,Calgary,Mozambique,RedEyes,3
676,5,Education,Siem Reap,Solomon Islands,Evening,3
677,1,Food,Saint-Denis,Holy See (Vatican City State),Afternoon,4
678,2,Drink,Baltimore,Norway,Evening,2
679,3,Clothes,Atlanta,Somalia,Evening,4
680,2,Drink,Louisville,Benin,Evening,4
681,4,Shoes,Gold Coast,"Micronesia, Federated States of",Morning,2
682,3,Clothes,Quebec City,"Moldova, Republic of",Afternoon,3
683,5,Education,Phoenix,Monaco,RedEyes,4
684,2,Drink,Dibrugarh,French Guiana,Evening,1
685,3,Clothes,Suez,Thailand,Evening,2
686,5,Education,Miri,United Kingdom,Morning,1
687,3,Clothes,Puerto Williams,"Korea, Democratic People""S Republic of",Morning,2
688,3,Clothes,Yaoundé,Georgia,Afternoon,3
689,1,Food,Pontianak,Macao,RedEyes,3
690,5,Education,Thessaloniki,Ecuador,Evening,4
691,1,Food,Ludhiana,Philippines,RedEyes,4
692,5,Education,Santa Cruz de la Sierra,Russian Federation,Evening,4
693,1,Food,Puerto Williams,Nigeria,RedEyes,3
694,5,Education,Pekanbaru,Greece,Morning,2
695,1,Food,Punta Arenas,Sri Lanka,Afternoon,2
696,2,Drink,The Hague,Comoros,Afternoon,3
697,5,Education,St. George's,Liberia,Afternoon,1
698,2,Drink,Nairobi,Haiti,Morning,2
699,2,Drink,Baltimore,Portugal,Morning,1
700,5,Education,Dubai,Bahamas,Evening,2
701,2,Drink,Longyearbyen,Russian Federation,Afternoon,1
702,1,Food,Cusco,Greenland,Evening,3
703,3,Clothes,Jinan,Thailand,Evening,3
704,4,Shoes,Munich,Tonga,Afternoon,3
705,1,Food,City of Halifax,Ukraine,RedEyes,2
706,5,Education,Makati City,Belgium,Afternoon,1
707,4,Shoes,Kigali,Guam,Morning,4
708,5,Education,Cali,Angola,RedEyes,1
709,1,Food,Valencia,"Iran, Islamic Republic Of",Afternoon,1
710,1,Food,Indianapolis,"Moldova, Republic of",Evening,4
711,1,Food,Cork (city),China,Evening,1
712,4,Shoes,Prague,Bahrain,Evening,4
713,4,Shoes,Hamburg,Jersey,Afternoon,1
714,5,Education,Mamoudzou,Macao,Morning,3
715,1,Food,Tripoli,Isle of Man,Morning,4
716,5,Education,Weno,Austria,RedEyes,2
717,5,Education,Toronto,Mongolia,Afternoon,2
718,2,Drink,Ljubljana,Thailand,RedEyes,1
719,4,Shoes,Bangalore,Gibraltar,Morning,1
720,2,Drink,San Carlos de Bariloche,Niger,RedEyes,2
721,4,Shoes,Dalian,Cape Verde,RedEyes,4
722,5,Education,Córdoba,Nauru,Morning,3
723,2,Drink,São Paulo,United Kingdom,Morning,1
724,1,Food,Detroit,Brunei Darussalam,RedEyes,2
725,5,Education,Bandar Seri Begawan,Colombia,Evening,4
726,1,Food,Suez,Mongolia,Morning,4
727,3,Clothes,Huế,Saint Pierre and Miquelon,Evening,2
728,2,Drink,Pristina,Swaziland,Evening,2
729,4,Shoes,Multan,Timor-Leste,RedEyes,3
730,4,Shoes,Chişinău,Timor-Leste,RedEyes,3
731,1,Food,Saint Petersburg,Australia,RedEyes,1
732,2,Drink,Havana,Malaysia,Afternoon,2
733,5,Education,Thimphu,Oman,Afternoon,3
734,3,Clothes,Ouagadougou,Sudan,RedEyes,2
735,4,Shoes,Tiraspol,French Polynesia,Afternoon,4
736,2,Drink,Okinawa,Greece,Morning,2
737,4,Shoes,Tampa,Afghanistan,Morning,1
738,1,Food,La Serena,Benin,Afternoon,4
739,1,Food,Mecca,Uganda,Afternoon,1
740,3,Clothes,Algiers,Guinea,Afternoon,4
741,3,Clothes,Puerto Williams,Hungary,Morning,4
742,1,Food,Avarua,Kuwait,Morning,2
743,5,Education,Tijuana,Thailand,Evening,3
744,5,Education,Chihuahua,Saint Lucia,Afternoon,4
745,5,Education,Jerusalem,Canada,Afternoon,1
746,1,Food,Bucharest,Nauru,Afternoon,4
747,3,Clothes,London,"Cote D""Ivoire",RedEyes,3
748,3,Clothes,Prague,Mauritius,Evening,2
749,4,Shoes,Okinawa,British Indian Ocean Territory,RedEyes,4
750,5,Education,Porto,Bouvet Island,RedEyes,1
751,4,Shoes,Doha,Swaziland,Evening,3
752,5,Education,Suva,"Iran, Islamic Republic Of",Morning,4
753,4,Shoes,Iqaluit,Dominican Republic,Evening,4
754,5,Education,Saint Petersburg,United States,Afternoon,1
755,3,Clothes,Tokyo,Switzerland,Evening,2
756,5,Education,Nanjing,Austria,Evening,4
757,1,Food,Kraków,Uruguay,Evening,1
758,1,Food,Mbabane,Algeria,Afternoon,2
759,3,Clothes,Lucknow,Fiji,Evening,4
760,5,Education,Mexico City,United Arab Emirates,RedEyes,3
761,4,Shoes,Miami,Liberia,Evening,2
762,3,Clothes,Norilsk,Cook Islands,RedEyes,1
763,4,Shoes,Udon Thani,Comoros,Afternoon,4
764,3,Clothes,Oranjestad,Sri Lanka,Evening,2
765,3,Clothes,Balikpapan,Chad,Evening,2
766,3,Clothes,Charlottetown,Iceland,RedEyes,3
767,1,Food,St. George's,United States Minor Outlying Islands,Afternoon,4
768,3,Clothes,San Francisco,Zambia,RedEyes,1
769,4,Shoes,San Francisco,Costa Rica,Morning,4
770,5,Education,Zürich,Cape Verde,Evening,3
771,3,Clothes,Pago Pago,Dominica,Evening,3
772,5,Education,Da Nang,Norfolk Island,RedEyes,4
773,5,Education,Cairo,Greenland,Evening,4
774,5,Education,Saint-Denis,Paraguay,Morning,1
775,4,Shoes,Kuwait City,Slovakia,Morning,3
776,3,Clothes,Alexandria,Saint Pierre and Miquelon,Afternoon,1
777,4,Shoes,Djibouti (city),Malaysia,Morning,1
778,2,Drink,Hangzhou,Barbados,Evening,2
779,3,Clothes,Kraków,"Micronesia, Federated States of",Afternoon,1
780,1,Food,Mbabane,Uganda,Morning,4
781,4,Shoes,Cairo,Germany,Morning,1
782,1,Food,Madrid,Jersey,Afternoon,2
783,1,Food,Salzburg,Liechtenstein,Morning,3
784,5,Education,Regina,Romania,RedEyes,3
785,2,Drink,Sukhumi,Cyprus,Afternoon,4
786,2,Drink,Adelaide,Comoros,Afternoon,2
787,4,Shoes,El Aaiún,Nauru,Morning,2
788,1,Food,Pattaya,Estonia,Afternoon,1
789,5,Education,Maputo,Malaysia,Afternoon,3
790,4,Shoes,Siem Reap,Heard Island and Mcdonald Islands,Afternoon,3
791,1,Food,Samara,Nauru,Morning,2
792,4,Shoes,Rawalpindi,Lebanon,Afternoon,4
793,3,Clothes,Quetzaltenango,Turkey,Morning,4
794,3,Clothes,Vientiane,Hong Kong,Morning,3
795,2,Drink,Ipoh,El Salvador,Afternoon,3
796,4,Shoes,Quetzaltenango,"Korea, Republic of",Morning,1
797,3,Clothes,Geneva,Somalia,Afternoon,2
798,1,Food,Nizhny Novgorod,Somalia,Evening,2
799,1,Food,Chongjin,Cameroon,Afternoon,3
800,4,Shoes,Pyongyang,Liberia,Evening,3
801,5,Education,Colombo,"Lao People""S Democratic Republic",RedEyes,1
802,3,Clothes,Winnipeg,Anguilla,Evening,4
803,4,Shoes,Yogyakarta (city),Aruba,Afternoon,2
804,1,Food,San Carlos de Bariloche,Martinique,Afternoon,1
805,5,Education,Mashhad,Sudan,Evening,1
806,3,Clothes,Santa Cruz de la Sierra,Mozambique,Morning,1
807,3,Clothes,Melbourne,Åland Islands,Evening,4
808,5,Education,Chittagong,Chile,Morning,4
809,4,Shoes,Detroit,"Virgin Islands, British",Afternoon,4
810,1,Food,Cleveland,Morocco,RedEyes,1
811,4,Shoes,Ankara,Cyprus,Evening,3
812,2,Drink,Majuro,Saudi Arabia,Afternoon,4
813,3,Clothes,Kota Kinabalu,Ireland,RedEyes,1
814,2,Drink,Punta Arenas,Ethiopia,Morning,3
815,2,Drink,Surabaya,Brunei Darussalam,RedEyes,3
816,2,Drink,Lusaka,Liechtenstein,Afternoon,3
817,3,Clothes,Cairo,Austria,Evening,2
818,2,Drink,Helsinki,Martinique,Morning,2
819,2,Drink,Kigali,Eritrea,Evening,3
820,1,Food,Sitka,Peru,RedEyes,2
821,5,Education,Vaduz,Brunei Darussalam,RedEyes,1
822,4,Shoes,Almaty,Estonia,RedEyes,2
823,3,Clothes,Santo Domingo,"Macedonia, The Former Yugoslav Republic of",Morning,3
824,1,Food,Pune,Mayotte,Evening,3
825,3,Clothes,Canberra,Oman,Morning,4
826,5,Education,Birmingham,Mexico,Evening,1
827,3,Clothes,Christchurch,Spain,Morning,3
828,2,Drink,Dushanbe,Dominican Republic,RedEyes,4
829,4,Shoes,Helsinki,"Moldova, Republic of",Morning,3
830,5,Education,Mumbai,Falkland Islands (Malvinas),Morning,1
831,5,Education,Albuquerque,Belarus,Afternoon,2
832,1,Food,Labasa,Bolivia,Evening,3
833,3,Clothes,Jaipur,Yemen,Morning,1
834,2,Drink,Kharkiv,Isle of Man,Evening,2
835,4,Shoes,Sukhumi,Zambia,Evening,2
836,5,Education,Zanzibar City,Cuba,Afternoon,3
837,1,Food,Daegu,Cape Verde,Evening,2
838,3,Clothes,Vienna,Pakistan,RedEyes,3
839,4,Shoes,Columbus,Myanmar,Afternoon,2
840,3,Clothes,Stuttgart,Peru,Afternoon,2
841,1,Food,Lima,Mongolia,Evening,1
842,4,Shoes,Singapore,Nicaragua,Evening,1
843,4,Shoes,Nantes,Saudi Arabia,Morning,3
844,4,Shoes,Karachi,Bolivia,Morning,4
845,3,Clothes,Cayenne,Turkmenistan,Evening,3
846,5,Education,Guangzhou,Peru,RedEyes,4
847,4,Shoes,Yogyakarta (city),Kenya,Afternoon,1
848,3,Clothes,Lilongwe,Jamaica,Morning,3
849,4,Shoes,Hyderabad,Argentina,Morning,4
850,4,Shoes,N'Djamena,Tuvalu,RedEyes,3
851,3,Clothes,Leeds,Mayotte,Evening,2
852,4,Shoes,New Delhi,Namibia,RedEyes,3
853,3,Clothes,London,Netherlands,Afternoon,1
854,3,Clothes,Chihuahua,Georgia,Evening,3
855,1,Food,Córdoba,Reunion,Morning,1
856,2,Drink,Jerusalem,Vanuatu,Morning,1
857,3,Clothes,San Diego,Nigeria,Evening,1
858,3,Clothes,Sri Jayawardenapura-Kotte,Saint Helena,Evening,3
859,5,Education,Yekaterinburg,Slovakia,Evening,4
860,2,Drink,Wellington,Jordan,Morning,3
861,2,Drink,Antananarivo,Albania,Afternoon,4
862,4,Shoes,Denpasar,French Guiana,Afternoon,2
863,2,Drink,Yekaterinburg,Jamaica,Morning,3
864,5,Education,Nouakchott,Panama,Evening,1
865,2,Drink,Fairbanks,"Cote D""Ivoire",Afternoon,2
866,1,Food,Aarhus,Marshall Islands,RedEyes,1
867,1,Food,Rotterdam,Sierra Leone,Afternoon,4
868,2,Drink,Vienna,Japan,RedEyes,4
869,2,Drink,İzmir,United States Minor Outlying Islands,Morning,1
870,3,Clothes,Huế,Puerto Rico,Evening,1
871,3,Clothes,Tampere,United Arab Emirates,Evening,1
872,1,Food,Yakutsk,Finland,RedEyes,1
873,5,Education,Hiroshima,Mongolia,Morning,3
874,5,Education,Honolulu,Morocco,Evening,3
875,1,Food,Athens,Tuvalu,Afternoon,3
876,4,Shoes,Glasgow,Pitcairn,Evening,2
877,4,Shoes,Dongguan,Barbados,Afternoon,3
878,5,Education,Ouagadougou,Macao,Afternoon,1
879,5,Education,Fukuoka,Paraguay,Morning,3
880,2,Drink,Ciudad del Este,Jordan,Evening,4
881,1,Food,Jeddah,Iraq,Morning,2
882,3,Clothes,Busan,Mali,Afternoon,1
883,1,Food,Dodoma,Niger,RedEyes,1
884,5,Education,Riga,Somalia,Morning,1
885,5,Education,Muscat,Senegal,Morning,3
886,4,Shoes,Bergen,Iraq,Evening,2
887,4,Shoes,Macapá,Oman,Afternoon,1
888,3,Clothes,London,Slovenia,Morning,1
889,3,Clothes,Amsterdam,Samoa,Evening,4
890,5,Education,Amritsar,Mayotte,Afternoon,2
891,2,Drink,Saskatoon,Guam,RedEyes,1
892,4,Shoes,Rio de Janeiro,Angola,Evening,3
893,4,Shoes,Jerusalem,Afghanistan,Afternoon,3
894,2,Drink,Whitehorse,Netherlands Antilles,Morning,1
895,2,Drink,Chongqing,Maldives,Evening,2
896,1,Food,Banda Aceh,Faroe Islands,Afternoon,2
897,1,Food,Port Hedland,Jersey,RedEyes,4
898,4,Shoes,Hanga Roa,Ethiopia,Evening,2
899,2,Drink,Atlanta,Russian Federation,RedEyes,1
900,3,Clothes,Düsseldorf,Poland,Afternoon,2
901,4,Shoes,Abidjan,Maldives,Afternoon,3
902,5,Education,Bogor,Syrian Arab Republic,RedEyes,1
903,3,Clothes,Zanzibar City,Albania,RedEyes,2
904,4,Shoes,Málaga,Ukraine,Morning,4
905,4,Shoes,San Francisco,Madagascar,RedEyes,1
906,2,Drink,Pekanbaru,Ukraine,Morning,2
907,1,Food,Brasília,Tajikistan,Afternoon,2
908,4,Shoes,Douala,Maldives,Evening,2
909,2,Drink,Thessaloniki,Mongolia,Afternoon,3
910,2,Drink,Doha,Greenland,Morning,1
911,3,Clothes,Dammam,Gibraltar,Afternoon,3
912,2,Drink,Oslo,Nepal,Morning,2
913,5,Education,Barranquilla,Kyrgyzstan,Evening,1
914,5,Education,Ibadan,Guinea,Afternoon,4
915,4,Shoes,Geneva,Dominican Republic,Afternoon,4
916,3,Clothes,Bilbao,Sweden,Morning,2
917,5,Education,Chennai,South Africa,Morning,2
918,4,Shoes,Livingstone,Croatia,Morning,4
919,4,Shoes,Bogor,"Virgin Islands, U.S.",Evening,4
920,2,Drink,Durango,India,Morning,4
921,1,Food,Medan,Mayotte,Afternoon,1
922,5,Education,Wichita,Cambodia,Morning,1
923,5,Education,Suva,"Taiwan, Province of China",Afternoon,4
924,1,Food,Semarang,Thailand,Afternoon,2
925,5,Education,San Juan,Qatar,Evening,3
926,2,Drink,Adak,Uzbekistan,RedEyes,3
927,1,Food,San José,United States Minor Outlying Islands,Afternoon,2
928,1,Food,Oklahoma City,"Moldova, Republic of",RedEyes,4
929,3,Clothes,Iloilo City,French Southern Territories,Morning,1
930,3,Clothes,San Antonio,Cook Islands,RedEyes,1
931,5,Education,Bandar Seri Begawan,Bulgaria,Morning,1
932,1,Food,Belgrade,Mauritania,Afternoon,4
933,5,Education,Islamabad,Congo,Evening,4
934,5,Education,Perm,"Micronesia, Federated States of",RedEyes,4
935,2,Drink,Wichita,Gibraltar,Afternoon,3
936,1,Food,Hagåtña,Lithuania,Afternoon,4
937,1,Food,Warsaw,Iceland,Evening,3
938,2,Drink,Vladivostok,Belgium,Evening,1
939,2,Drink,Iqaluit,"Tanzania, United Republic of",Afternoon,2
940,1,Food,Yangon,Cuba,RedEyes,4
941,1,Food,Kabul,"Lao People""S Democratic Republic",Morning,2
942,2,Drink,Tórshavn,Djibouti,RedEyes,2
943,2,Drink,Da Nang,Holy See (Vatican City State),Morning,3
944,5,Education,Makati City,Congo,Evening,3
945,2,Drink,Almaty,Viet Nam,Afternoon,4
946,1,Food,Buffalo,Nigeria,RedEyes,2
947,3,Clothes,Kiev,Cambodia,Afternoon,2
948,1,Food,Anadyr (town),Antarctica,RedEyes,2
949,2,Drink,Novosibirsk,Belize,Morning,3
950,1,Food,Gangtok,Ireland,Morning,4
951,3,Clothes,La Serena,"Tanzania, United Republic of",Afternoon,1
952,2,Drink,Budapest,Bhutan,Morning,3
953,1,Food,Phuket (city),Estonia,Evening,3
954,3,Clothes,Patna,Nicaragua,RedEyes,2
955,1,Food,Strasbourg,Eritrea,RedEyes,1
956,5,Education,Hilo,Argentina,Morning,2
957,5,Education,Belmopan,Slovakia,Evening,4
958,1,Food,Madrid,Swaziland,RedEyes,3
959,1,Food,Newcastle,San Marino,RedEyes,4
960,2,Drink,Zanzibar City,Reunion,RedEyes,3
961,2,Drink,Bandar Seri Begawan,Faroe Islands,RedEyes,1
962,5,Education,Bogotá,Slovenia,Afternoon,4
963,2,Drink,Konya,Thailand,Afternoon,4
964,5,Education,Brisbane,Mozambique,RedEyes,2
965,1,Food,San Francisco,Belize,Evening,4
966,5,Education,Shenyang,Pakistan,Evening,4
967,5,Education,Kharkiv,Antarctica,Evening,4
968,3,Clothes,Buenos Aires,Jersey,RedEyes,2
969,1,Food,Kigali,Kenya,Evening,3
970,4,Shoes,Hagåtña,Cameroon,Afternoon,4
971,3,Clothes,Patna,Equatorial Guinea,Evening,4
972,1,Food,Chongqing,Yemen,Morning,4
973,5,Education,Anadyr (town),Oman,Afternoon,1
974,5,Education,Bandar Seri Begawan,United States Minor Outlying Islands,Afternoon,1
975,5,Education,Amritsar,French Guiana,Evening,1
976,5,Education,Melekeok,Italy,RedEyes,4
977,1,Food,Bern,Monaco,Evening,3
978,5,Education,Virginia Beach,"Korea, Republic of",Evening,4
979,3,Clothes,Bergen,Lesotho,RedEyes,3
980,4,Shoes,Lisbon,Georgia,RedEyes,4
981,1,Food,Iquitos,Spain,Afternoon,2
982,1,Food,Monaco,Zambia,RedEyes,3
983,5,Education,Peshawar,Jamaica,Afternoon,1
984,3,Clothes,Koulikoro,Yemen,Afternoon,3
985,4,Shoes,Shenyang,Mauritius,Evening,3
986,4,Shoes,Kanpur,Pakistan,Afternoon,2
987,4,Shoes,Luanda,"Palestinian Territory, Occupied",Afternoon,1
988,4,Shoes,Sucre,Kuwait,Evening,3
989,1,Food,Monrovia,Svalbard and Jan Mayen,Evening,4
990,1,Food,Hamburg,Indonesia,Afternoon,1
991,4,Shoes,Beijing,Cambodia,Morning,3
992,5,Education,Patna,Guam,RedEyes,1
993,4,Shoes,Taiyuan,Mexico,Afternoon,1
994,3,Clothes,Kharkiv,Russian Federation,Evening,4
995,2,Drink,Birmingham,Seychelles,Morning,4
996,5,Education,Hamburg,Tonga,Evening,4
997,2,Drink,Ho Chi Minh City,New Caledonia,Morning,1
998,5,Education,Fort-de-France,Belarus,Morning,2
999,4,Shoes,Jeddah,Mauritius,Evening,2
1000,4,Shoes,Dakar,Cayman Islands,RedEyes,1
